SMILES,Idx,FID
[10*]N1C(=O)S(=O)(=O)C[C@H]1[13*],9,29815
[10*]N1C(=O)c2nc3ccccc3n2C[C@@]1([13*])C,0,8437
[10*]N1C(=O)c2nc3ccccc3n2C[C@@]1([13*])C,15,8011
[6*]C(=O)N/N=C(\C)C(C)(C)C,0,30216
[12*]S(=O)(=O)c1ccnc([14*])c1,0,11505
[12*]S(=O)(=O)c1ccnc([14*])c1,9,12800
[16*]c1ccc(N)c2ccccc12,0,18408
[4*]C[C@H](C)C(=O)/N=c1\[nH]c2ccccc2n1[9*],0,34910
[4*]C[C@H](C)C(=O)/N=c1\[nH]c2ccccc2n1[9*],16,40311
[9*]n1c(=O)c(C#N)c2n(c1=O)CCC2,0,12951
[16*]c1ccc([C@@H]2NC(=O)c3oc4ccc(F)cc4c(=O)c32)cc1,0,5082
[9*]n1c([O-])c(/C(C)=N/c2ccc(Cl)cc2)c(=O)c2ccccc21,0,40851
[13*][C@H]1C[C@H](C)C[NH2+]1,0,11116
[4*]C[C@H](C)CS(C)(=O)=O,0,39497
[4*]C/C(C)=N/NC(=O)[C@@H]([4*])C,0,21187
[4*]C/C(C)=N/NC(=O)[C@@H]([4*])C,9,25862
[14*]c1nc2cc(C)ccc2n1C,0,7543
[14*]c1nn(C)c2c1[C@H](c1ccco1)CC(=O)N2,0,8766
[4*][C@H](CC(C)C)C(=O)N1N=C(C)C[C@]1(C)O,0,39357
[9*]n1cc(/C([O-])=N/S(=O)(=O)c2ccc(C#N)cc2)cn1,0,20208
[16*]c1ccc(N)cc1O,0,9366
[14*]c1nc([14*])c2c(n1)C[C@@H](C)CC2=O,0,41376
[14*]c1nc([14*])c2c(n1)C[C@@H](C)CC2=O,4,32843
[15*][C@H]1CCCC2=c3cc([16*])ccc3=[NH+][C@@H]21,0,28409
[15*][C@H]1CCCC2=c3cc([16*])ccc3=[NH+][C@@H]21,9,12140
[13*][C@@H]1Oc2ccc(C)cc2C2=C1[C@H]([13*])N1NC=NC1=N2,0,17105
[13*][C@@H]1Oc2ccc(C)cc2C2=C1[C@H]([13*])N1NC=NC1=N2,13,30365
[10*]N1Cc2ccccc2O[C@@H](C)C1=O,0,7359
[13*][C@H]1Cn2c([14*])cc3cccc(c32)O1,0,34715
[13*][C@H]1Cn2c([14*])cc3cccc(c32)O1,5,11236
[13*][C@H]1CO[C@@H]([13*])C[NH2+]1,0,5860
[13*][C@H]1CO[C@@H]([13*])C[NH2+]1,5,1403
[1*]C(=O)[C@H]1c2ccccc2C(=O)N2CCc3cc([16*])c([16*])cc3[C@@H]12,0,16918
[1*]C(=O)[C@H]1c2ccccc2C(=O)N2CCc3cc([16*])c([16*])cc3[C@@H]12,18,42134
[1*]C(=O)[C@H]1c2ccccc2C(=O)N2CCc3cc([16*])c([16*])cc3[C@@H]12,20,37123
[8*][C@@H](CC(=O)[O-])C(=O)[O-],0,15575
[7*]=C/C([O-])=N/S(=O)(=O)CCCF,0,35282
[5*]N1Cc2nn3nccnc3c2C1,0,16469
[4*][C@](C)(CC)[C@@H](O)CCC[8*],0,25532
[4*][C@](C)(CC)[C@@H](O)CCC[8*],10,37758
[5*][NH+]1CCS[C@@H](C)[C@H]1C,0,29725
[14*]c1cc(Br)cc(Br)n1,0,23011
[4*]CCCN1C(=O)C(=O)c2cc(Cl)c(F)cc21,0,22354
[14*]c1nc2ccccn2n1,0,6452
[10*]N1C(=O)[C@H]([13*])S/C1=N\c1ccc([16*])cc1,0,3109
[10*]N1C(=O)[C@H]([13*])S/C1=N\c1ccc([16*])cc1,5,12071
[10*]N1C(=O)[C@H]([13*])S/C1=N\c1ccc([16*])cc1,13,4670
[4*][C@H](C=O)C[8*],0,59
[4*][C@H](C=O)C[8*],5,50
[5*]N1CCCCC[C@H]1C=[7*],0,8312
[5*]N1CCCCC[C@H]1C=[7*],9,12097
[15*][C@H]1C[C@@]2(C)[C@@H](C[C@@H](C)[C@]2([15*])O)[C@@H]2CCC3=CC(=O)C=C[C@]3(C)[C@@]12F,0,21593
[15*][C@H]1C[C@@]2(C)[C@@H](C[C@@H](C)[C@]2([15*])O)[C@@H]2CCC3=CC(=O)C=C[C@]3(C)[C@@]12F,10,23347
[11*]S/C(N)=N\c1ccccc1,0,14821
[1*]C(=O)C1=C(N[5*])c2ccccc2S1(=O)=O,0,12818
[1*]C(=O)C1=C(N[5*])c2ccccc2S1(=O)=O,6,11974
[14*]c1ncnc(Cl)c1C=O,0,13244
[5*]N1C(C)=CC(=[7*])C=C1C,0,9285
[5*]N1C(C)=CC(=[7*])C=C1C,6,10152
[7*]=Cc1sc2ccccc2[n+]1C,0,13590
[15*][C@@H]1CC[C@@H](C)CC1=O,0,15159
[4*][C@@](C)(CC(C)C)C(N)=O,0,8307
[4*]C/C([O-])=N/S(=O)(=O)c1ccc(C)cc1C,0,25176
[8*]CC([8*])([8*])C,0,30
[8*]CC([8*])([8*])C,3,39
[8*]CC([8*])([8*])C,4,39
[1*]C(=O)NNc1nccc([14*])n1,0,11350
[1*]C(=O)NNc1nccc([14*])n1,10,11951
[10*]N1C(=O)[C@@H]2ON(c3ccccc3)[C@H]([13*])[C@H]2C1=O,0,7805
[10*]N1C(=O)[C@@H]2ON(c3ccccc3)[C@H]([13*])[C@H]2C1=O,14,12957
[4*][C@@H](CC#C)C(N)=O,0,13023
[16*]c1ccc(C2=NNC(=O)CC2)cc1,0,9581
[15*]C1([15*])CC=CC[C@@H]1[NH3+],0,18384
[15*]C1([15*])CC=CC[C@@H]1[NH3+],2,18384
[16*]c1ccc([16*])c(S(C)(=O)=O)c1,0,795
[16*]c1ccc([16*])c(S(C)(=O)=O)c1,5,723
[10*]N1C(=O)N=C2C=CC=C[C@H]2C1=O,0,37856
[5*]NC1=CC2=CC=N[C@H]2C=C1,0,9208
[10*]N1CC(=O)N2CSC[C@@H]2C1=O,0,17483
[6*]C(=O)N/N=C(/C)c1ccc([16*])c([16*])c1,0,3016
[6*]C(=O)N/N=C(/C)c1ccc([16*])c([16*])c1,11,4548
[6*]C(=O)N/N=C(/C)c1ccc([16*])c([16*])c1,13,5305
[9*]n1c(C)nc2ccc(F)cc2c1=O,0,14648
[9*]n1cc(/C=N/NC(=O)C(C)(C)O)c2ccccc21,0,26521
[13*][C@H]1NN=C2CCCCCN21,0,39395
[13*][C@@H]1Oc2ccccc2C2=C1[C@H]([13*])N1NC=NC1=N2,0,23800
[13*][C@@H]1Oc2ccccc2C2=C1[C@H]([13*])N1NC=NC1=N2,12,34248
[4*]C[C@H]1CCOc2ccccc21,0,18509
[9*]n1c(=O)cc([16*])c2cn(C)nc21,0,12894
[9*]n1c(=O)cc([16*])c2cn(C)nc21,6,11639
[5*]N1CCN(/C(=N/S(=O)(=O)c2ccc(C)cc2)SC)CC1,0,34798
[16*]c1cc(C2=CN=NC2)nc2cc(Cl)ccc12,0,27660
[1*]C(=O)C[C@H]1CSc2nc3c(c(=O)n21)CCCC3,0,41070
[10*]N1C(=O)[C@H]2SC(N)=C(C#N)[C@H]([15*])[C@H]2C1=O,0,38519
[10*]N1C(=O)[C@H]2SC(N)=C(C#N)[C@H]([15*])[C@H]2C1=O,12,28081
[13*][C@H]1CSC(C)(C)N1C=O,0,15994
[10*]N1C(=O)[C@@H]2CCCN2C(=O)[C@H]1C,0,8249
[5*]NC1=CC(=O)CC(C)(C)C1,0,18671
[10*]N1C(=O)N[C@@H]2[C@@H]1N(C)C(=O)N2C,0,32705
[4*]C[C@]([8*])(O)C[8*],0,271
[4*]C[C@]([8*])(O)C[8*],3,266
[4*]C[C@]([8*])(O)C[8*],6,446
[5*]N1C2=[N+](CCCCC2)C[C@]1([13*])O,0,22482
[5*]N1C2=[N+](CCCCC2)C[C@]1([13*])O,11,34090
[7*]=C1OC(=O)c2c1cc(C)[nH]c2=O,0,41560
[14*]c1nncc(Cl)c1N,0,41448
[16*]c1cnc(C=O)c(C)c1,0,22684
[5*]NC(=S)N1C[C@@H](C)O[C@H](C)C1,0,10914
[6*]C(=O)/N=c1\sc2cc(Cl)ccc2n1[9*],0,10313
[6*]C(=O)/N=c1\sc2cc(Cl)ccc2n1[9*],14,11372
[16*]c1cc(C)ccc1[NH3+],0,21721
[13*][C@H]1CC(c2ccco2)=NN1C(=O)CC,0,19013
[14*]c1c(C=O)c2ccccc2n1C,0,31068
[1*]C(=O)CCCS(=O)(=O)c1ccc(F)cc1,0,15096
[1*]C(=O)C(=O)N/N=C/c1cc(Br)ccc1O,0,25343
[10*]N1C[C@H](C#N)CC1=O,0,38175
[8*][C@H](C)[C@@H]([8*])Br,0,3333
[8*][C@H](C)[C@@H]([8*])Br,4,5042
[6*]C(=O)NNC(=O)C(C)(C)CC(C)C,0,15380
[5*]N1CC[NH+](C)C[C@@H]1[13*],0,177
[5*]N1CC[NH+](C)C[C@@H]1[13*],8,6788
[8*]C[C@@H](O)[C@@H](C)CC,0,6722
[16*]c1c(N)cc(Cl)cc1Cl,0,10380
[7*]=C(O)c1ccc(Cl)cc1,0,15858
[4*][C@@H](C)C(=O)N/N=C(/c1ccccc1)c1nonc1N,0,34245
[13*][C@H]1SCC(=O)N[C@H]2C1=C(C)NN2C1=NC=NC2=NC=N[C@@H]21,0,30122
[8*][C@H]([NH3+])[C@H](O)C(=O)[O-],0,32262
[11*]S[C@@H]1CCCc2ccccc21,0,17613
[5*]N([5*])S(=O)(=O)N1CCC[C@H](C)C1,0,4079
[5*]N([5*])S(=O)(=O)N1CCC[C@H](C)C1,2,4079
[9*]n1c(=O)c2c(nc(NN)n2C)n(C)c1=O,0,27150
[5*]N1[C@@H]([13*])CC[C@@H]1C,0,458
[5*]N1[C@@H]([13*])CC[C@@H]1C,3,37325
[9*]n1c2c(c(=O)[nH]c1=O)[C@](O)(C(F)(F)F)C(=O)N2,0,31927
[8*]C[C@@H]1[NH2+]CCc2cc(O)c([16*])cc21,0,29490
[8*]C[C@@H]1[NH2+]CCc2cc(O)c([16*])cc21,11,36116
[9*]n1c(=O)c([14*])nc2ccc([14*])nc21,0,3700
[9*]n1c(=O)c([14*])nc2ccc([14*])nc21,5,3641
[9*]n1c(=O)c([14*])nc2ccc([14*])nc21,11,27224
[8*]CCC(=O)NNC(=O)C[8*],0,4419
[8*]CCC(=O)NNC(=O)C[8*],10,2571
[7*]=Cc1cnccc1[16*],0,1058
[7*]=Cc1cnccc1[16*],8,1378
[8*]CN1CCO[C@H]2CCCC[C@@H]21,0,10801
[10*]N1C(=O)[C@@H]2[C@H](C1=O)[C@H]([13*])N1CCCN21,0,10064
[10*]N1C(=O)[C@@H]2[C@H](C1=O)[C@H]([13*])N1CCCN21,9,37813
[16*]c1cc(C)[o+]c(C)c1,0,28074
[5*][NH+]1C[C@@H]2CCCN2C[C@H]1[13*],0,10841
[5*][NH+]1C[C@@H]2CCCN2C[C@H]1[13*],10,12023
[15*][C@H]1C[C@@H]1[NH3+],0,9294
[7*]=Cc1ccc2cc([16*])ccc2[n+]1C,0,11814
[7*]=Cc1ccc2cc([16*])ccc2[n+]1C,8,35801
[15*][C@H]1[C@H]2CCCO[C@@H]2C1(C)C,0,14084
[1*]C(=O)C[C@]([8*])(C)[NH3+],0,9927
[1*]C(=O)C[C@]([8*])(C)[NH3+],5,10939
[13*][C@H]1C[C@H](c2cccs2)n2nc(N)nc2N1,0,41239
[6*]C(=O)C1=C([O-])C(=O)O[C@H]1[C@@H]1OC(=O)C(=O)C1=[7*],0,18249
[6*]C(=O)C1=C([O-])C(=O)O[C@H]1[C@@H]1OC(=O)C(=O)C1=[7*],17,16592
[7*]=C([O-])c1ccccc1Cl,0,29878
[1*]C(=O)NNc1cnccn1,0,6887
[16*]c1cc2c([16*])cnc(C)c2o/c1=N\c1ccc(Cl)cc1,0,26379
[16*]c1cc2c([16*])cnc(C)c2o/c1=N\c1ccc(Cl)cc1,5,39607
[14*]c1nc2c(s1)CCc1c-2cnn1C,0,8480
[5*]N[C@@H]1CCOc2c(Br)cc(C)cc21,0,14641
[14*]c1ncncc1Br,0,2904
[8*]C(C)(C)CCl,0,33982
[5*]N1/C(=N\C(=O)CCC)S[C@H]2CS(=O)(=O)C[C@H]21,0,27664
[1*]C(=O)C1=C(CCC)N(C)C(=O)N[C@@H]1[13*],0,18332
[1*]C(=O)C1=C(CCC)N(C)C(=O)N[C@@H]1[13*],14,24545
[5*]NC1=NCC(=O)N1[10*],0,6882
[5*]NC1=NCC(=O)N1[10*],8,8454
[7*]=C(C)[C@@H](O)[C@H](C)C(N)=O,0,27679
[4*]C[C@](C)(O)[C@@H](C)CC,0,8317
[14*]c1nc2ncc3c(=O)n(N4CC[NH+](C)CC4)ccc3n2n1,0,32347
[14*]c1sc2c(c1C#N)CC[NH2+]C2,0,13214
[4*]C[C@@H](C)C(N)=[NH2+],0,12351
[4*]C[C@H](O)C[NH3+],0,18217
[8*][C@H](C[NH3+])S(=O)(=O)c1ccc(C)cc1,0,18233
[1*]C(=O)C(=NNc1ccc([16*])cc1)C([1*])=O,0,15047
[1*]C(=O)C(=NNc1ccc([16*])cc1)C([1*])=O,10,19919
[1*]C(=O)C(=NNc1ccc([16*])cc1)C([1*])=O,14,15047
[14*]c1nn(C)c2c1CCc1onc(C)c1-2,0,34877
[5*]NC1=C(C#N)C(=O)CC(C)(C)C1,0,38075
[16*]c1cn(C)c2ccc(F)cc12,0,5742
[16*]c1c(C)oc2c([16*])c(O)ccc2c1=O,0,7651
[16*]c1c(C)oc2c([16*])c(O)ccc2c1=O,7,9821
[8*]CC/C([O-])=N/S(=O)(=O)C[8*],0,15765
[8*]CC/C([O-])=N/S(=O)(=O)C[8*],10,11002
[10*]N1C(=O)NC(=O)[C@@H]([15*])C1=O,0,726
[10*]N1C(=O)NC(=O)[C@@H]([15*])C1=O,8,5132
[14*]c1[nH]nc([N+](=O)[O-])c1Br,0,26832
[14*]c1nn2c(=O)c([14*])nnc2s1,0,10456
[14*]c1nn2c(=O)c([14*])nnc2s1,7,9538
[5*][NH+]([5*])[C@H]1CCCc2ccccc21,0,2275
[5*][NH+]([5*])[C@H]1CCCc2ccccc21,2,2275
[16*]c1cnn2c1N=C(C(=O)[O-])C[C@H]2c1ccccc1Cl,0,21020
[13*][C@H]1Nc2c(O)ccc(C)c2[C@@H]2C=CC[C@H]12,0,15495
[1*]C(=O)C(=O)NNC(=O)[C@@H](C)CC,0,34427
[14*]c1[nH]nc2c1[C@]1(CCO[C@@H]1C)C(C#N)=C(N)O2,0,22249
[8*][C@H](O)[C@@H]1c2nc3ccccc3c(=O)n2-c2ccccc2C(=O)N1C,0,26988
[14*]c1nnc2cc([16*])ccn12,0,334
[14*]c1nnc2cc([16*])ccn12,7,34158
[5*][NH+]1CCN2c3ccc(N)cc3C[C@@]3(C(=O)N=C([O-])NC3=O)[C@H]2C1,0,35410
[5*]NC(C)=S,0,11636
[9*]n1c([14*])ncc([16*])c1=O,0,1132
[9*]n1c([14*])ncc([16*])c1=O,3,470
[9*]n1c([14*])ncc([16*])c1=O,7,2434
[16*]c1ccc(/C=N/N2C([S-])=NN[C@@H]2[C@H]2N=NC3=C2CCC3)cc1[16*],0,41224
[16*]c1ccc(/C=N/N2C([S-])=NN[C@@H]2[C@H]2N=NC3=C2CCC3)cc1[16*],23,36617
[4*]CC(=O)C1=NC=CC1,0,6937
[16*]c1ccc(/N=C/c2ccc([16*])c([N+](=O)[O-])c2)cc1,0,33680
[16*]c1ccc(/N=C/c2ccc([16*])c([N+](=O)[O-])c2)cc1,11,32171
[13*][C@@H]1CNC(=O)CO1,0,8318
[9*]n1nc(C)c2c(Cl)c([16*])cnc21,0,29007
[9*]n1nc(C)c2c(Cl)c([16*])cnc21,9,30083
[16*]c1cc([N+](=O)[O-])cc2c1C(=O)Nc1ccccc1O2,0,41850
[13*][C@@H]1OC([13*])(C)O[C@@H]1[13*],0,28056
[13*][C@@H]1OC([13*])(C)O[C@@H]1[13*],4,2270
[13*][C@@H]1OC([13*])(C)O[C@@H]1[13*],8,12882
[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1cc(Br)ccc1[16*],0,10863
[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1cc(Br)ccc1[16*],20,18143
[15*][C@H]1CN(S(=O)(=O)N2CCOCC2)C[C@@H]1C,0,23789
[5*]N1CCC2(CC1)CNC(=O)c1ccccc1O2,0,10777
[13*][C@H]1C(=O)C2CCN1CC2,0,39468
[8*]C/[NH+]=C(/N)N[C@@H]1CCOc2ccccc21,0,30277
[6*]C(=O)NN/C(S)=N\CC(C)C,0,36925
[8*]C[C@@H]1C(=O)N(CC)c2ccccc21,0,29899
[1*]C(=O)[C@H](C)[C@H](C)S(=O)(=O)c1ccccc1[N+](=O)[O-],0,20015
[9*]n1c([S-])nc2cc(Cl)c(Cl)cc21,0,25026
[4*][C@H]([C@@H]1Cc2ccccc21)[C@H]1CCc2cccnc21,0,39634
[8*][C@H]([NH3+])CCC(C)C,0,37071
[1*]C(=O)C[C@H](C)CC1=NS(=O)(=O)c2ccccc2N1,0,27100
[7*]=C/C([O-])=N/c1nc(C)n[nH]1,0,35891
[5*]N1C[C@H](O)[C@@H](C#N)C1,0,26006
[16*]c1c(O)cc(C)n(C)c1=O,0,14049
[5*]N1CCC[NH2+]C2(CCCCC2)C1,0,29849
[15*][C@@]1(O)CSCCC1(C)C,0,11280
[6*]C(=O)N/N=C\c1cc(O)ccc1[N+](=O)[O-],0,41694
[8*]C[C@H](CO)C(C)C,0,20325
[1*]C(=O)n1sc([14*])nc1=N,0,28023
[1*]C(=O)n1sc([14*])nc1=N,6,28138
[5*]N1CCN(C)[C@]2(CCC(=O)N([10*])CC2)C1,0,5987
[5*]N1CCN(C)[C@]2(CCC(=O)N([10*])CC2)C1,12,16922
[14*]c1n[nH]c2c1[C@@]1(C(=O)Nc3cccc(C)c31)C(C#N)=C(N)O2,0,38993
[1*]C(=O)C[S@](=O)c1cc(Br)ccc1[16*],0,38328
[1*]C(=O)C[S@](=O)c1cc(Br)ccc1[16*],13,21295
[7*]=C1Oc2ccccc2C1=O,0,1517
[10*]N1C(=O)[C@@H]2[C@H]([13*])OC3(C(=O)c4ccccc4C3=O)[C@@H]2C1=O,0,8598
[10*]N1C(=O)[C@@H]2[C@H]([13*])OC3(C(=O)c4ccccc4C3=O)[C@@H]2C1=O,6,10118
[14*]c1cc(N)nc(C)n1,0,28657
[5*]N1C[C@@]2([N+](=O)[O-])C[C@]([N+](=O)[O-])(CC=C2Cl)C1,0,22900
[5*]N1C[C@]([13*])(C)[NH2+]C[C@H]1C,0,8365
[5*]N1C[C@]([13*])(C)[NH2+]C[C@H]1C,4,12338
[5*]N1CC[C@H](S(=O)(=O)c2nc(C)cc(C)n2)C1,0,22536
[7*]=CC(=O)/N=c1\sc2cc([16*])ccc2n1[9*],0,19978
[7*]=CC(=O)/N=c1\sc2cc([16*])ccc2n1[9*],10,8194
[7*]=CC(=O)/N=c1\sc2cc([16*])ccc2n1[9*],15,5808
[5*]N1c2ccc([16*])cc2-c2ccccc2S1(=O)=O,0,11263
[5*]N1c2ccc([16*])cc2-c2ccccc2S1(=O)=O,6,11193
[14*]c1nc(Cl)nc2c([16*])csc12,0,10797
[14*]c1nc(Cl)nc2c([16*])csc12,8,23765
[5*]N1CCC2(CC1)C[C@H]([13*])[NH+](C)C2,0,37510
[5*]N1CCC2(CC1)C[C@H]([13*])[NH+](C)C2,9,26362
[9*]n1[nH+]c([14*])cc1N,0,7246
[9*]n1[nH+]c([14*])cc1N,4,6648
[8*]C[C@@H](C)/C([O-])=N/S(=O)(=O)c1ccc([N+](=O)[O-])nc1,0,37831
[1*]C(=O)[C@@H](C)S(=O)(=O)c1ccc(Br)cc1,0,37829
[14*]c1cc(=O)c2cc(C)cc(C)c2[nH]1,0,19025
[5*]N1c2ccccc2S[C@H](C)[C@H]1C,0,27136
[13*][C@H]1CS[C@@H]2c3ccccc3C(=O)N12,0,12557
[11*]SC1=c2ccc([16*])cc2=[NH+][C@@H]1[13*],0,9040
[11*]SC1=c2ccc([16*])cc2=[NH+][C@@H]1[13*],7,26731
[11*]SC1=c2ccc([16*])cc2=[NH+][C@@H]1[13*],12,12040
[16*]c1cc2ccc(O)cc2o/c1=[NH+]\c1cccc(C)c1,0,38648
[5*][NH+]1C[C@@H](C)C[C@H](N)C1,0,8652
[4*]CC(=O)NN=Cc1cccn1C,0,23069
[16*]c1ccc2c(c1)[C@@H]1[NH2+][C@H](C)CC[S@@](=O)[C@@H]1C2,0,31146
[15*][C@@H]1CSC2=NC(=O)S[C@H]2[C@@H]1[15*],0,18949
[15*][C@@H]1CSC2=NC(=O)S[C@H]2[C@@H]1[15*],11,13335
[6*]C(=O)C=C,0,38500
[16*]c1c(Cl)cc(Cl)nc1Cl,0,42080
[13*][C@@H]1Nc2c(F)ccc([N+](=O)[O-])c2[C@H]2C=CC[C@@H]12,0,23007
[1*]C(=O)C(C([1*])=O)=C(F)S[11*],0,17272
[1*]C(=O)C(C([1*])=O)=C(F)S[11*],5,17272
[1*]C(=O)C(C([1*])=O)=C(F)S[11*],10,38244
[5*][NH+]1CCN(S(N)(=O)=O)CC1,0,34823
[1*]C(=O)C(=O)N/N=C/c1ccc(F)cc1,0,18561
[14*]c1nc2sc3c(c2c(=O)[nH]1)CCSC3,0,10544
[13*][C@@H]1C=C(c2ccc(F)cc2)N=N1,0,10052
[14*]c1cs/c(=N\C)n1/N=C/c1cc([16*])c(O)c([16*])c1,0,33751
[14*]c1cs/c(=N\C)n1/N=C/c1cc([16*])c(O)c([16*])c1,13,16169
[14*]c1cs/c(=N\C)n1/N=C/c1cc([16*])c(O)c([16*])c1,17,16169
[15*]C1([15*])CCC(F)(F)CC1,0,4738
[15*]C1([15*])CCC(F)(F)CC1,2,4738
[8*]C[C@](O)(CC)C(C)C,0,21526
[14*]c1nn(C)cc1C#N,0,11118
[14*]c1[nH]nc2c1[C@H](c1ccc(Cl)cc1)C(C#N)=C(N)O2,0,35149
[1*]C(=O)[C@@H]1CC(=O)Nc2nc(C)nn21,0,17452
[1*]C(=O)C[n+]1ccc2c(c1)CCCC2,0,9062
[3*]OS(=O)(=O)c1cnn(C)c1,0,41142
[4*][C@@H](C(=O)NNc1ccccc1)[C@H](C)CC,0,36156
[4*]CC(C)(C)C=O,0,1688
[14*]c1nc([O-])c([16*])c(=O)o1,0,40435
[14*]c1nc([O-])c([16*])c(=O)o1,6,22570
[13*][C@H]1C=C(c2cccs2)N=N1,0,18767
[5*]N1/C(=N\C([6*])=O)S[C@H]2CS(=O)(=O)C[C@H]21,0,11209
[5*]N1/C(=N\C([6*])=O)S[C@H]2CS(=O)(=O)C[C@H]21,5,10988
[6*]C(=O)/N=c1\sc(C)c(C)n1[9*],0,11416
[6*]C(=O)/N=c1\sc(C)c(C)n1[9*],11,11552
[7*]=Cc1ncc([16*])c(=O)[nH]1,0,17573
[7*]=Cc1ncc([16*])c(=O)[nH]1,6,4840
[7*]=Cc1cc(C)ccc1F,0,26180
[16*]c1ccc2ncc(C)n2c1,0,41391
[5*]NS(=O)(=O)N1C[C@H](C)C[C@@H](C)C1,0,15629
[10*]N1C(=O)NC(=N)[C@]12CCS(=O)(=O)C2,0,37542
[13*][C@@H]1CSC(C)(C)C(=O)N1,0,24260
[14*]c1nnc(N/N=C\c2cccc(C)c2)nc1[O-],0,25714
[15*][C@@H]1CNC(=O)[C@H]1[15*],0,148
[15*][C@@H]1CNC(=O)[C@H]1[15*],7,405
[7*]=C1C(=N)[N+]2=CCSC2=NC1=O,0,27538
[7*]=C1N=C([S-])NC1=O,0,6148
[6*]C(=O)CN1C(=O)c2cccc3cccc1c23,0,35820
[5*][NH+]1CCc2[nH]c3ccccc3c(=O)c2C1,0,13568
[13*][C@@H]1[NH2+][C@@H]2CCCC[C@@H]2NC1=O,0,13719
[15*][C@H]1CCCC([15*])([15*])C1,0,21
[15*][C@H]1CCCC([15*])([15*])C1,6,21
[15*][C@H]1CCCC([15*])([15*])C1,7,21
[1*]C(=O)N1N=C2CCCC[C@H]2[C@]1([13*])O,0,39917
[1*]C(=O)N1N=C2CCCC[C@H]2[C@]1([13*])O,12,15828
[15*][C@H]1CC[C@H]([15*])[C@@H]([15*])C1,0,21
[15*][C@H]1CC[C@H]([15*])[C@@H]([15*])C1,5,21
[15*][C@H]1CC[C@H]([15*])[C@@H]([15*])C1,7,21
[14*]c1nc2cc3c(cc2c(C)c1Cl)OCO3,0,28449
[15*][C@]12C(=O)Oc3ccc4ccccc4c3[C@H]1[C@@]2([15*])C,0,40091
[15*][C@]12C(=O)Oc3ccc4ccccc4c3[C@H]1[C@@]2([15*])C,17,39909
[1*]C(=O)NNS(=O)(=O)c1ccc(Cl)cc1F,0,21683
[8*]CC(=N)[S-],0,26865
[8*][C@H](C)C(=O)NNS(=O)(=O)c1ccccc1,0,33399
[16*]c1ccc([C@@H]2C3=C(CCCC3=O)Nc3nnnn32)cc1,0,10093
[8*]C[S@@](=O)CC,0,1829
[5*][NH+]1CCc2c([nH]c3ccccc23)C1,0,15740
[15*][C@H]1C[C@]1([15*])Br,0,28827
[15*][C@H]1C[C@]1([15*])Br,4,31917
[12*]S(=O)(=O)c1ccc(N=[N+]=[N-])c([N+](=O)[O-])c1,0,40866
[14*]c1nc(C)cc2c1[nH]c1ccccc12,0,34764
[16*]c1cccc([C@H]2C=C(c3cccnc3)Nc3nnnn32)c1,0,27151
[5*]N1CCc2c([16*])cccc21,0,192
[5*]N1CCc2c([16*])cccc21,6,9801
[7*]=CCC[C@@](C)(O)C#C[C@H]1c2c(cc3c(c2[16*])OCO3)CCN1C,0,19412
[7*]=CCC[C@@](C)(O)C#C[C@H]1c2c(cc3c(c2[16*])OCO3)CCN1C,16,27424
[4*][C@]1([15*])CC[C@H]2[C@@H]3C=CC4=CC(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]21C,0,19677
[4*][C@]1([15*])CC[C@H]2[C@@H]3C=CC4=CC(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]21C,2,38321
[9*]n1c(N/N=C/c2ccc(F)cc2)nc2c1c(=O)[nH]c(=O)n2C,0,35285
[14*]c1csc(N/N=C\c2ccccc2O)n1,0,24426
[4*]CC1=c2ccccc2=[NH+][C@@H]1[13*],0,6760
[4*]CC1=c2ccccc2=[NH+][C@@H]1[13*],11,17204
[9*]n1c(=O)ccc2c(C)cc(C)nc21,0,29729
[5*][NH+](C)[C@@H]1CCCc2ccccc21,0,11717
[7*]=C(O)c1ccc([16*])cc1C,0,21185
[7*]=C(O)c1ccc([16*])cc1C,7,33980
[1*]C(=O)C(=[7*])Cl,0,810
[1*]C(=O)C(=[7*])Cl,4,33440
[14*]c1ccc(Cl)c(C)n1,0,25096
[5*]N1CCc2c(N)cccc2C1,0,16482
[4*]C[C@@H]([8*])S(=O)(=O)c1ccc(F)c(C)c1,0,15923
[4*]C[C@@H]([8*])S(=O)(=O)c1ccc(F)c(C)c1,3,16635
[15*]C1(C2CC2)CCC1,0,10562
[10*]N1C(=O)c2[nH]nc([14*])c2[C@H]1c1ccc(O)cc1,0,12807
[10*]N1C(=O)c2[nH]nc([14*])c2[C@H]1c1ccc(O)cc1,8,9356
[15*][C@@H]1CC[C@H]([NH3+])[C@H]([15*])C1,0,10546
[15*][C@@H]1CC[C@H]([NH3+])[C@H]([15*])C1,7,3303
[16*]c1cc2c(cc1F)NC[C@@]1(CCOC1)N2,0,27368
[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc([16*])cc1,0,5747
[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc([16*])cc1,16,10647
[16*]c1cc[nH]/c(=N\S(=O)(=O)c2ccc(C)c([16*])c2)c1,0,28897
